enterprise;organization;system;owner;environment;site;language;full_member;member;item_type;item;relationship;full_member_related;member_related;item_type_related;item_related;hash;hash_related;sequencing;structure;label;level;language_cross;date;time,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0189.step.tasklet.atualizar.TaskletAtualizarArquivosELotes.jad;TaskletAtualizarArquivosELotes;PACKAGE;br.com.itspay.proc0189.step.tasklet.atualizar;Packages;br.com.itspay.proc0189.step.tasklet.atualizar.TaskletAtualizarArquivosELotes.jad;TaskletAtualizarArquivosELotes.jad;CLASS;TaskletAtualizarArquivosELotes.jad;9dc459fe029ef16decbfac0583aefc262d975ac0b050dde572d1b25005af42c9;a943b9234fc6e652b893dcf06dbc1630cc32f0f49ae7439623abec56c9caae45;1;structure;label;level;language_cross;2023-03-13;1678732658451480500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0189.repository.impl.LogArquivoPreLancamentoRepositoryImpl.jad;LogArquivoPreLancamentoRepositoryImpl;PACKAGE;br.com.itspay.proc0189.repository.impl;Packages;br.com.itspay.proc0189.repository.impl.LogArquivoPreLancamentoRepositoryImpl.jad;LogArquivoPreLancamentoRepositoryImpl.jad;CLASS;LogArquivoPreLancamentoRepositoryImpl.jad;9dcb1cf090257a42f60307d8c60c36b51a41ea455b5f28a40003b2fad89e8ea2;da761952a15b708b8c1ee7386fca46cbe8f4418417eb4551eb4f300f1e5ce11f;1;structure;label;level;language_cross;2023-03-13;1678732658024420400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.LogArquivoPreLancamento;LogArquivoPreLancamento;VARIABLE_VALUE;idProcessadora;Ascribes;.LogArquivoPreLancamento;LogArquivoPreLancamento;VARIABLE;idProcessadora;9e03074fc2c7fe5e41853edb000d9486aefbd2457bb7939da34669747a663733;d9a0058c498889338385cc8ac7d78133af7b2411d27f5d673a7b7eeca616d756;24;structure;label;level;language_cross;2023-03-13;1678704708112615900,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.CobrancaPlanoSaudeDTO;CobrancaPlanoSaudeDTO;METHOD;CobrancaPlanoSaudeDTO;Realizes;.CobrancaPlanoSaudeDTO;CobrancaPlanoSaudeDTO;CLASS;CobrancaPlanoSaudeDTO;9e121cd90576b915b5c8689a7f000455136efc363b17ab0a681ea5878790909a;2a5098677d7daeeba5ad771e8a79c70bb9cc721b2a325003e1f606df7327910a;8;structure;label;level;language_cross;2023-03-13;1678704707575758300,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.CobrancaPlanoSaudeDTO;CobrancaPlanoSaudeDTO;VARIABLE_VALUE;result * 59 + ( $vigenciasPendentesDaConta ! = null ? $vigenciasPendentesDaConta . hashCode ( ) : 43 );Ascribes;.CobrancaPlanoSaudeDTO;CobrancaPlanoSaudeDTO;VARIABLE;result;9e3140b752ecd74012166d2a5a676f61096f3393c8f3346c60cec6bbe66909aa;30ccea49aaee854528719eb598473900145dd0177b304e34fbe6328ba9fa239a;143;structure;label;level;language_cross;2023-03-13;1678704707591065500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0189.model.LogArquivoPreLancamento;TaskletAtualizarArquivosELotes;CLASS;LogArquivoPreLancamento;Formats;br.com.itspay.proc0189.step.tasklet.atualizar.TaskletAtualizarArquivosELotes.jad;TaskletAtualizarArquivosELotes.jad;METHOD;getArquivo;9e88173c31be6c1e377162f22ddc9f1c0797e4df7e75545d2d8e713314b1f209;346c7e6883c98107c79a7768b90ba5de865cd63c4a476db584347922988d43da;44;structure;label;level;language_cross;2023-03-13;1678732658454543500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.model.PlanoSaudeProdutoVigencia.jad;PlanoSaudeProdutoVigencia;PACKAGE;br.com.itspay.proc0105.model;Packages;br.com.itspay.proc0105.model.PlanoSaudeProdutoVigencia.jad;PlanoSaudeProdutoVigencia.jad;CLASS;PlanoSaudeProdutoVigencia.jad;9ecda3e34fadada7e1805ff8a87d7000d0a4024eee28c8a29a9f0c386b51ba96;3ec29ef386df0fdcf726b19c0c36bcdd55715ae15cd01055c650250d36edb45a;1;structure;label;level;language_cross;2023-03-13;1678732657522319100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_COD_TRANSACAO_PAGAMENTO_FATURA_VIA_BANCO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;0a5de3b783db28c9ec8f9cd0e3ff4fa82845446e80b24a577a4e45c1335cbfc5;106;structure;label;level;language_cross;2023-03-13;1678732657761896200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_TRANSACAO_RENEGOCIACAO_DE_DIVIDA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;1688a052c71af32db66ce8f0d6b6a91860e28f581e40847e663835dc51cf9138;110;structure;label;level;language_cross;2023-03-13;1678732657761896200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;estorno;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;34a3e331d0a8fb49a6901d33a553fdbd1261b3ab539452331b10f30186cd9b29;18;structure;label;level;language_cross;2023-03-13;1678732657746510600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PARCELAMENTO_DE_FATURA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;431f79065d078b9d5c320d74e4fbf1b662fdc2c95ec54d25ad577ca78c3185a2;112;structure;label;level;language_cross;2023-03-13;1678732657761896200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_COD_TRANSACAO_PAGAMENTO_FATURA_MANUAL;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;5aca51509e80157148a7aa3f970183548ac378a63b7af950b029130d61071cdb;98;structure;label;level;language_cross;2023-03-13;1678732657760898400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_COD_TRANSACAO_PAGAMENTO_FATURA_CLASSICO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;64cfd77cbec3eeca381edcd99d6b3b231faf0932e32781d9049ed3d6cac3fb56;102;structure;label;level;language_cross;2023-03-13;1678732657760898400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PAGAMENTO_FATURA_VIA_BANCO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;83fa9b4ff25191bb6975483dd9ab073832354fa42f66dd41df862b8f6ef4694e;104;structure;label;level;language_cross;2023-03-13;1678732657760898400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;$VALUES;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;8a7de08850efac6f550f3960027865916e68fe5b9e6a4d744f548c8dfc63b147;3;structure;label;level;language_cross;2023-03-13;1678732657744509600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PAGAMENTO_FATURA_MANUAL;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;beb3a99fb5c5ae5870eb440dae535d0556d4132a0545605f9e74e813f0e6f450;96;structure;label;level;language_cross;2023-03-13;1678732657759895700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_TRANSACAO_PARCELAMENTO_DE_FATURA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;ce8f4955e99901d0144ae00f9f5040339e974d87f7097b889cfebcfd6fe83f6a;114;structure;label;level;language_cross;2023-03-13;1678732657762889700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_RENEGOCIACAO_DE_DIVIDA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;d3686a497f1ef5b4a311ec95cfc7b75333dbaeb300006f67f78fb3e535f88582;108;structure;label;level;language_cross;2023-03-13;1678732657761896200,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;codTransacao;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;d3ec2b45496aae8123a95236916c6b9398feee579f9246ffa7e370e86d753e19;14;structure;label;level;language_cross;2023-03-13;1678732657745507000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Gets;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PAGAMENTO_FATURA_CLASSICO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;f11112cee2774ce8aec0191db6153ffc8babf7841d6f6a113066226e883aca6d;100;structure;label;level;language_cross;2023-03-13;1678732657760898400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_COD_TRANSACAO_PAGAMENTO_FATURA_VIA_BANCO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;0a5de3b783db28c9ec8f9cd0e3ff4fa82845446e80b24a577a4e45c1335cbfc5;78;structure;label;level;language_cross;2023-03-13;1678732657757895800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_TRANSACAO_RENEGOCIACAO_DE_DIVIDA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;1688a052c71af32db66ce8f0d6b6a91860e28f581e40847e663835dc51cf9138;86;structure;label;level;language_cross;2023-03-13;1678732657758892400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;estorno;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;34a3e331d0a8fb49a6901d33a553fdbd1261b3ab539452331b10f30186cd9b29;12;structure;label;level;language_cross;2023-03-13;1678732657745507000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PARCELAMENTO_DE_FATURA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;431f79065d078b9d5c320d74e4fbf1b662fdc2c95ec54d25ad577ca78c3185a2;90;structure;label;level;language_cross;2023-03-13;1678732657758892400,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_COD_TRANSACAO_PAGAMENTO_FATURA_MANUAL;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;5aca51509e80157148a7aa3f970183548ac378a63b7af950b029130d61071cdb;62;structure;label;level;language_cross;2023-03-13;1678732657754892600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_COD_TRANSACAO_PAGAMENTO_FATURA_CLASSICO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;64cfd77cbec3eeca381edcd99d6b3b231faf0932e32781d9049ed3d6cac3fb56;70;structure;label;level;language_cross;2023-03-13;1678732657756887800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PAGAMENTO_FATURA_VIA_BANCO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;83fa9b4ff25191bb6975483dd9ab073832354fa42f66dd41df862b8f6ef4694e;74;structure;label;level;language_cross;2023-03-13;1678732657756887800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;$VALUES;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;8a7de08850efac6f550f3960027865916e68fe5b9e6a4d744f548c8dfc63b147;116;structure;label;level;language_cross;2023-03-13;1678732657762889700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PAGAMENTO_FATURA_MANUAL;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;beb3a99fb5c5ae5870eb440dae535d0556d4132a0545605f9e74e813f0e6f450;58;structure;label;level;language_cross;2023-03-13;1678732657754892600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;EST_TRANSACAO_PARCELAMENTO_DE_FATURA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;ce8f4955e99901d0144ae00f9f5040339e974d87f7097b889cfebcfd6fe83f6a;94;structure;label;level;language_cross;2023-03-13;1678732657759895700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_RENEGOCIACAO_DE_DIVIDA;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;d3686a497f1ef5b4a311ec95cfc7b75333dbaeb300006f67f78fb3e535f88582;82;structure;label;level;language_cross;2023-03-13;1678732657757895800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;codTransacao;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;d3ec2b45496aae8123a95236916c6b9398feee579f9246ffa7e370e86d753e19;10;structure;label;level;language_cross;2023-03-13;1678732657745507000,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Puts;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;FIELD;COD_TRANSACAO_PAGAMENTO_FATURA_CLASSICO;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;f11112cee2774ce8aec0191db6153ffc8babf7841d6f6a113066226e883aca6d;66;structure;label;level;language_cross;2023-03-13;1678732657755894100,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Summons;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;51034b8c68083de218fd5806e6048e49700fc0398d6f87b2e0e661cb922a6003;4;structure;label;level;language_cross;2023-03-13;1678732657744509600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAD;br.com.itspay.proc0105.util.enums.TransacoesPagamentoPlanoSaudeEnum.jad;TransacoesPagamentoPlanoSaudeEnum;CLASS;TransacoesPagamentoPlanoSaudeEnum.jad;Summons;br.com.itspay.proc0105.util.enums;enums;CLASS;enums;9f70e3e79faf1a1938888defcf3df3fa9d73951042f0370651bd8234c08469ba;54c902f82d72169b867217cabfd1e87c8871f69aa4e7f4e90ffeffeccb7de6cc;5;structure;label;level;language_cross;2023-03-13;1678732657744509600,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.ProdutoInstituicao;ProdutoInstituicao;VARIABLE_VALUE;idProdInstituicao;Ascribes;.ProdutoInstituicao;ProdutoInstituicao;VARIABLE;idProdInstituicao;9f9b7575fbd6362f9092c305a1d04f112a9d47b201740d98d0f0946ad9f4b971;59e0eee7f4f9e303a0fccfa5fdbd492dd1a71e26858d5b9c4a93adcda90bf681;29;structure;label;level;language_cross;2023-03-13;1678704707783303800,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor;Extends;br.com.itspay.proc.step.processor.AbstractItemProcessor;AbstractItemProcessor;CLASS;AbstractItemProcessor;9f9e05f5250a79ea2b495477211b27e7053323d1fe9ead2638f3c864de00939e;3f1b8f70dde9d5f36b18bcd249d78364a58b99fde750d741571945f242098f33;17;structure;label;level;language_cross;2023-03-13;1678704707922605700,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor;Imports;java.util.Date;java.util;IMPORTEE;Date;9f9e05f5250a79ea2b495477211b27e7053323d1fe9ead2638f3c864de00939e;391d207d6e1db63ddfd5bf662b2c5315c605cf55533d2a29b728f5762eb7c17b;11;structure;label;level;language_cross;2023-03-13;1678704707921607500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor;Imports;java.util.List;java.util;IMPORTEE;List;9f9e05f5250a79ea2b495477211b27e7053323d1fe9ead2638f3c864de00939e;3c382e8f6cb5ce23fbe1e6c29a45307ce4f7e7c890755a4520cc94d859c4571c;13;structure;label;level;language_cross;2023-03-13;1678704707921607500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor;Imports;br.com.itspay.proc0105.repository.DegloseContabRepository;br.com.itspay.proc0105.repository;IMPORTEE;DegloseContabRepository;9f9e05f5250a79ea2b495477211b27e7053323d1fe9ead2638f3c864de00939e;3e3dfe6ee4f6c7712cb1201840fe99c343230cae376e789f82eea832bc80a283;8;structure;label;level;language_cross;2023-03-13;1678704707921607500,,,,,
INGRUPO;ItsPay;Meios de Pagamento;not built in;DF;Desenvolvimento;JAVA;.StepCobrancaPlanoSaudeProcessor;StepCobrancaPlanoSaudeProcessor;CLASS;StepCobrancaPlanoSaudeProcessor;Imports;br.com.itspay.proc0105.model.PlanoSaudeProdutoContratado;br.com.itspay.proc0105.model;IMPORTEE;PlanoSaudeProdutoContratado;9f9e05f5250a79ea2b495477211b27e7053323d1fe9ead2638f3c864de00939e;6c760b99b1c383207d95b8efe9c164a2467b2e0bc6d3369657e4de46c139b560;6;structure;label;level;language_cross;2023-03-13;1678704707921607500,,,,,
